Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
13,6,1,97.03093053586849,0,600.0,3419879,9.0,20.0,1,97.03093053586849,3,190.0,SAT,0,11.511,
14,6,1,97.94257309586538,0,600.0,12733796,9.0,20.0,1,97.94257309586538,3,199.0,SAT,0,11.509,
15,6,1,96.6127120851543,0,600.0,1797517,9.0,20.0,1,96.6127120851543,3,208.0,SAT,0,11.714,
16,6,1,96.40238165659636,0,600.0,9220315,9.0,20.0,1,96.40238165659636,3,217.0,SAT,0,11.69,
17,6,1,98.20634822094652,0,600.0,477759,9.0,20.0,1,98.20634822094652,3,226.0,SAT,0,11.473,
18,7,1,1.0E9,0,600.0,3419879,0.0,0.0,-1,1.0E9,3,226.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.504,
19,6,1,95.60826387801683,0,600.0,6472859,9.0,20.0,1,95.60826387801683,4,235.0,SAT,0,11.473,
20,8,1,93.64371052339693,0,600.0,2494225,9.0,20.0,1,93.64371052339693,4,244.0,SAT,0,11.3,
21,8,1,93.57816172692294,0,600.0,1797517,9.0,20.0,1,93.57816172692294,4,253.0,SAT,0,11.926,
22,8,1,93.85200705389157,0,600.0,477759,9.0,20.0,1,93.85200705389157,4,262.0,SAT,0,11.547,
23,8,1,93.43588265155554,0,600.0,3419879,9.0,20.0,1,93.43588265155554,4,271.0,SAT,0,11.412,
24,8,1,94.96415225459128,0,600.0,12733796,9.0,20.0,1,94.96415225459128,4,280.0,SAT,0,11.323,
25,8,1,94.25550077448327,0,600.0,9220315,16.0,20.0,1,94.25550077448327,4,296.0,SAT,0,19.046,
26,8,1,94.10308381956015,0,600.0,15023845,9.0,20.0,1,94.10308381956015,4,305.0,SAT,0,11.86,
27,8,1,91.94916414515406,0,600.0,6472859,10.0,20.0,1,91.94916414515406,4,315.0,SAT,0,12.644,
28,8,1,94.43390578243262,0,600.0,7147123,9.0,20.0,1,94.43390578243262,4,324.0,SAT,0,11.136,
29,9,1,1.0E9,0,600.0,2494225,0.0,0.0,-1,1.0E9,4,324.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,11.811,
30,8,1,94.67489474875354,0,600.0,2901751,9.0,20.0,1,94.67489474875354,5,333.0,SAT,0,11.918,
31,10,1,97.83530259144351,0,600.0,1797517,10.0,20.0,1,97.83530259144351,5,343.0,SAT,0,12.683,
32,8,1,93.20446733803345,0,600.0,8423224,9.0,20.0,1,93.20446733803345,5,352.0,SAT,0,11.487,
33,11,1,79.1562995071288,0,600.0,1797517,9.0,20.0,1,79.1562995071288,5,361.0,SAT,0,11.287,
34,11,1,97.48941988122476,0,600.0,6472859,9.0,20.0,1,97.48941988122476,5,370.0,SAT,0,11.275,
35,11,1,89.46825964367429,0,600.0,477759,8.0,20.0,1,89.46825964367429,5,378.0,SAT,0,10.831,
36,11,1,95.73412982183714,0,600.0,2901751,9.0,20.0,1,95.73412982183714,5,387.0,SAT,0,10.922,
37,11,1,99.57804327394571,0,600.0,3419879,9.0,20.0,1,99.57804327394571,5,396.0,SAT,0,11.097,
38,11,1,98.89365192873485,0,600.0,2494225,8.0,20.0,1,98.89365192873485,5,404.0,SAT,0,10.774,
39,11,1,86.8108453748291,0,600.0,9220315,8.0,20.0,1,86.8108453748291,5,412.0,SAT,0,10.889,
40,11,1,95.23412982183714,0,600.0,7147123,8.0,20.0,1,95.23412982183714,5,420.0,SAT,0,10.704,
41,11,1,89.46825964367429,0,600.0,15023845,9.0,20.0,1,89.46825964367429,5,429.0,SAT,0,10.966,
42,11,1,89.46825964367429,0,600.0,8423224,8.0,20.0,1,89.46825964367429,5,437.0,SAT,0,10.887,
43,11,1,89.46825964367429,0,600.0,12733796,9.0,20.0,1,89.46825964367429,5,446.0,SAT,0,11.165,
44,11,1,89.46825964367429,0,600.0,9235133,9.0,20.0,1,89.46825964367429,6,455.0,SAT,0,10.932,
45,12,1,1.0E9,0,600.0,3419879,0.0,0.0,-1,1.0E9,6,455.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.124,
46,11,1,89.46825964367429,0,600.0,2008193,9.0,20.0,1,89.46825964367429,6,464.0,SAT,0,11.985,
47,13,1,1.0E9,0,600.0,477759,0.0,0.0,-1,1.0E9,6,464.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.041,
48,11,1,89.46825964367429,0,600.0,5656218,8.0,20.0,1,89.46825964367429,7,472.0,SAT,0,10.928,
49,14,1,88.83868538577481,0,600.0,1797517,8.0,20.0,1,88.83868538577481,7,480.0,SAT,0,10.804,
50,14,1,97.15608654789143,0,600.0,2901751,8.0,20.0,1,97.15608654789143,7,488.0,SAT,0,10.807,
51,14,1,93.30555839326571,0,600.0,5656218,8.0,20.0,1,93.30555839326571,7,496.0,SAT,0,10.779,
52,11,1,89.46825964367429,0,600.0,9148494,8.0,20.0,1,89.46825964367429,7,504.0,SAT,0,10.745,
53,15,1,1.0E9,0,600.0,3419879,0.0,0.0,-1,1.0E9,7,504.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.121,
54,11,1,89.96788624466673,0,600.0,9374946,9.0,20.0,1,89.96788624466673,8,513.0,SAT,0,11.123,
55,16,1,1.0E9,0,600.0,12733796,0.0,0.0,-1,1.0E9,8,513.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.207,
56,11,1,97.15608654789143,0,600.0,9536758,8.0,20.0,1,97.15608654789143,8,521.0,SAT,0,10.772,
57,17,1,1.0E9,0,600.0,477759,0.0,0.0,-1,1.0E9,8,521.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.039,
58,11,1,89.46825964367429,0,600.0,52342,8.0,20.0,1,89.46825964367429,9,529.0,SAT,0,10.993,
59,18,1,93.16349745126078,0,600.0,7147123,9.0,20.0,1,93.16349745126078,9,538.0,SAT,0,10.922,
60,11,1,89.46825964367429,0,600.0,4486559,9.0,20.0,1,89.46825964367429,9,547.0,SAT,0,10.978,
61,19,1,1.0E9,0,600.0,2901751,0.0,0.0,-1,1.0E9,9,547.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,9.992,
62,11,1,88.67214318544399,0,600.0,4927278,8.0,20.0,1,88.67214318544399,10,555.0,SAT,0,11.076,
63,20,1,97.15608654789143,0,600.0,2494225,8.0,20.0,1,97.15608654789143,10,563.0,SAT,0,10.852,
64,11,1,81.15480591109859,0,600.0,7932827,8.0,20.0,1,81.15480591109859,10,571.0,SAT,0,10.901,
65,21,1,93.83390324983692,0,600.0,9220315,10.0,20.0,1,93.83390324983692,10,581.0,SAT,0,12.542,
66,11,1,80.5108285712188,0,600.0,3396439,9.0,20.0,1,80.5108285712188,11,590.0,SAT,0,11.578,
67,22,1,1.0E9,0,600.0,12733796,0.0,0.0,-1,1.0E9,11,590.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.184,
68,11,1,85.96359203602292,0,600.0,8312857,8.0,20.0,1,85.96359203602292,11,598.0,SAT,0,10.884,
69,23,1,1.0E9,0,600.0,9235133,0.0,0.0,-1,1.0E9,11,598.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.249,
70,11,1,89.46825964367429,0,600.0,7587582,8.0,20.0,1,89.46825964367429,12,606.0,SAT,0,11.131,
71,24,1,98.85341937096084,0,600.0,9536758,9.0,20.0,1,98.85341937096084,12,615.0,SAT,0,11.095,
72,11,1,89.39089318544399,0,600.0,5230138,8.0,20.0,1,89.39089318544399,12,623.0,SAT,0,10.908,
73,25,1,1.0E9,0,600.0,8312857,0.0,0.0,-1,1.0E9,12,623.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.787,
74,11,1,94.83607159272199,0,600.0,14377,9.0,20.0,1,94.83607159272199,13,632.0,SAT,0,11.135,
75,26,1,89.46825964367429,0,600.0,15023845,9.0,20.0,1,89.46825964367429,13,641.0,SAT,0,10.916,
76,26,1,97.15608654789143,0,600.0,2494225,8.0,20.0,1,97.15608654789143,13,649.0,SAT,0,10.873,
77,26,1,95.73412982183714,0,600.0,6472859,8.0,20.0,1,95.73412982183714,13,657.0,SAT,0,10.799,
78,11,1,89.46825964367429,0,600.0,7712150,9.0,20.0,1,89.46825964367429,13,666.0,SAT,0,11.565,
79,27,1,89.46825964367429,0,600.0,6472859,8.0,20.0,1,89.46825964367429,13,674.0,SAT,0,10.726,
80,27,1,89.46825964367429,0,600.0,3419879,8.0,20.0,1,89.46825964367429,13,682.0,SAT,0,10.705,
81,27,1,97.48244952630318,0,600.0,7147123,8.0,20.0,1,97.48244952630318,13,690.0,SAT,0,10.712,
82,11,1,89.46825964367429,0,600.0,608889,9.0,20.0,1,89.46825964367429,14,699.0,SAT,0,10.972,
83,28,1,99.08730239807592,0,600.0,15023845,8.0,20.0,1,99.08730239807592,14,707.0,SAT,0,10.589,
84,11,1,89.46825964367429,0,600.0,2687028,8.0,20.0,1,89.46825964367429,14,715.0,SAT,0,10.936,
85,29,1,1.0E9,0,600.0,4927278,0.0,0.0,-1,1.0E9,14,715.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,9.992,
86,11,1,79.1562995071288,0,600.0,7306143,8.0,20.0,1,79.1562995071288,15,723.0,SAT,0,10.764,
87,30,1,97.10216571424375,0,600.0,3396439,9.0,20.0,1,97.10216571424375,15,732.0,SAT,0,11.532,
88,11,1,81.34478423623138,0,600.0,9533627,9.0,20.0,1,81.34478423623138,15,741.0,SAT,0,11.16,
89,31,1,1.0E9,0,600.0,2687028,0.0,0.0,-1,1.0E9,15,741.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.235,
90,11,1,88.67214318544399,0,600.0,548592,9.0,20.0,1,88.67214318544399,16,750.0,SAT,0,11.15,
91,32,1,1.0E9,0,600.0,2008193,0.0,0.0,-1,1.0E9,16,750.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.002,
92,11,1,88.60552630531166,0,600.0,1785792,8.0,20.0,1,88.60552630531166,16,758.0,SAT,0,10.841,
93,33,1,1.0E9,0,600.0,9148494,0.0,0.0,-1,1.0E9,16,758.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.03,
94,11,1,89.46825964367429,0,600.0,10809732,9.0,20.0,1,89.46825964367429,17,767.0,SAT,0,10.946,
95,34,1,94.60727611102524,0,600.0,8423224,9.0,20.0,1,94.60727611102524,17,776.0,SAT,0,10.991,
96,11,1,96.86850876843722,0,600.0,2507331,9.0,20.0,1,96.86850876843722,17,785.0,SAT,0,10.936,
97,35,1,94.84932773771799,0,600.0,15023845,8.0,20.0,1,94.84932773771799,17,793.0,SAT,0,10.67,
98,11,1,79.1562995071288,0,600.0,13439050,8.0,20.0,1,79.1562995071288,18,801.0,SAT,0,10.854,
99,36,1,88.83868538577481,0,600.0,1797517,8.0,20.0,1,88.83868538577481,18,809.0,SAT,0,10.819,
100,36,1,88.67214318544399,0,600.0,4927278,8.0,20.0,1,88.67214318544399,18,817.0,SAT,0,10.713,
101,36,1,89.46825964367429,0,600.0,15023845,8.0,20.0,1,89.46825964367429,18,825.0,SAT,0,10.702,
102,36,1,89.46825964367429,0,600.0,3419879,8.0,20.0,1,89.46825964367429,18,833.0,SAT,0,10.649,
103,36,1,79.1562995071288,0,600.0,7306143,8.0,20.0,1,79.1562995071288,18,841.0,SAT,0,10.785,
104,36,1,89.46825964367429,0,600.0,9536758,8.0,20.0,1,89.46825964367429,18,849.0,SAT,0,10.676,
105,36,1,80.5108285712188,0,600.0,3396439,8.0,20.0,1,80.5108285712188,18,857.0,SAT,0,10.707,
106,36,1,88.60552630531166,0,600.0,1785792,8.0,20.0,1,88.60552630531166,18,865.0,SAT,0,10.723,
107,36,1,85.96359203602292,0,600.0,8312857,8.0,20.0,1,85.96359203602292,18,873.0,SAT,0,10.844,
108,36,1,89.46825964367429,0,600.0,608889,8.0,20.0,1,89.46825964367429,18,881.0,SAT,0,10.652,
109,36,1,89.46825964367429,0,600.0,2901751,8.0,20.0,1,89.46825964367429,18,889.0,SAT,0,10.743,
110,36,1,89.39089318544399,0,600.0,5230138,8.0,20.0,1,89.39089318544399,18,897.0,SAT,0,10.717,
111,36,1,86.8108453748291,0,600.0,9220315,8.0,20.0,1,86.8108453748291,18,905.0,SAT,0,10.766,
112,36,1,88.60552630531166,0,600.0,2507331,8.0,20.0,1,88.60552630531166,18,913.0,SAT,0,10.763,
113,36,1,93.96489905260637,0,600.0,2494225,8.0,20.0,1,93.96489905260637,18,921.0,SAT,0,10.713,
114,36,1,89.46825964367429,0,600.0,2008193,8.0,20.0,1,89.46825964367429,18,929.0,SAT,0,10.742,
115,36,1,89.46825964367429,0,600.0,6472859,8.0,20.0,1,89.46825964367429,18,937.0,SAT,0,10.654,
116,36,1,88.67214318544399,0,600.0,548592,8.0,20.0,1,88.67214318544399,18,945.0,SAT,0,10.751,
117,36,1,89.46825964367429,0,600.0,9148494,8.0,20.0,1,89.46825964367429,18,953.0,SAT,0,10.731,
118,36,1,81.15480591109859,0,600.0,7932827,8.0,20.0,1,81.15480591109859,18,961.0,SAT,0,10.699,
119,36,1,79.1562995071288,0,600.0,13439050,8.0,20.0,1,79.1562995071288,18,969.0,SAT,0,10.77,
120,36,1,89.46825964367429,0,600.0,7587582,8.0,20.0,1,89.46825964367429,18,977.0,SAT,0,10.706,
121,36,1,95.23412982183714,0,600.0,10809732,8.0,20.0,1,95.23412982183714,18,985.0,SAT,0,10.671,
122,36,1,88.67214318544399,0,600.0,14377,8.0,20.0,1,88.67214318544399,18,993.0,SAT,0,10.663,
123,36,1,93.96489905260637,0,600.0,7147123,8.0,20.0,1,93.96489905260637,18,1001.0,SAT,0,10.725,
124,36,1,89.46825964367429,0,600.0,9374946,8.0,20.0,1,89.46825964367429,18,1009.0,SAT,0,10.751,
125,36,1,97.15608654789143,0,600.0,52342,8.0,20.0,1,97.15608654789143,18,1017.0,SAT,0,10.673,
126,36,1,89.46825964367429,0,600.0,9235133,9.0,20.0,1,89.46825964367429,18,1026.0,SAT,0,10.947,
127,36,1,89.46825964367429,0,600.0,8423224,8.0,20.0,1,89.46825964367429,18,1034.0,SAT,0,10.834,
128,36,1,81.34478423623138,0,600.0,9533627,8.0,20.0,1,81.34478423623138,18,1042.0,SAT,0,10.766,
129,36,1,89.46825964367429,0,600.0,2687028,8.0,20.0,1,89.46825964367429,18,1050.0,SAT,0,10.839,
130,36,1,89.46825964367429,0,600.0,5656218,8.0,20.0,1,89.46825964367429,18,1058.0,SAT,0,10.711,
131,36,1,89.46825964367429,0,600.0,477759,8.0,20.0,1,89.46825964367429,18,1066.0,SAT,0,10.7,
132,36,1,89.46825964367429,0,600.0,12733796,8.0,20.0,1,89.46825964367429,18,1074.0,SAT,0,10.684,
133,36,1,89.46825964367429,0,600.0,4486559,8.0,20.0,1,89.46825964367429,18,1082.0,SAT,0,10.664,
134,36,1,89.46825964367429,0,600.0,7712150,8.0,20.0,1,89.46825964367429,18,1090.0,SAT,0,10.624,
135,36,1,88.13060098511318,0,600.0,12589858,8.0,20.0,1,88.13060098511318,18,1098.0,SAT,0,10.708,
136,37,1,1.0E9,0,600.0,8312857,0.0,0.0,-1,1.0E9,18,1098.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.06,
137,36,1,89.33880985211066,0,600.0,7285618,8.0,20.0,1,89.33880985211066,19,1106.0,SAT,0,10.726,
138,38,1,1.0E9,0,600.0,4927278,0.0,0.0,-1,1.0E9,19,1106.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.003,
139,36,1,89.46825964367429,0,600.0,13230463,8.0,20.0,1,89.46825964367429,19,1114.0,SAT,0,10.728,
140,39,1,1.0E9,0,600.0,9533627,0.0,0.0,-1,1.0E9,19,1114.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.272,
141,36,1,88.83868538577481,0,600.0,2026689,8.0,20.0,1,88.83868538577481,20,1122.0,SAT,0,10.667,
142,40,1,1.0E9,0,600.0,3419879,0.0,0.0,-1,1.0E9,20,1122.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.064,
143,36,1,89.46825964367429,0,600.0,4346222,8.0,20.0,1,89.46825964367429,20,1130.0,SAT,0,10.747,
144,41,1,1.0E9,0,600.0,4346222,0.0,0.0,-1,1.0E9,20,1130.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.716,
145,36,1,88.78317131899787,0,600.0,1637414,8.0,20.0,1,88.78317131899787,21,1138.0,SAT,0,10.724,
146,42,1,1.0E9,0,600.0,9533627,0.0,0.0,-1,1.0E9,21,1138.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.317,
147,36,1,81.12223010378023,0,600.0,11474484,8.0,20.0,1,81.12223010378023,21,1146.0,SAT,0,10.833,
148,43,1,1.0E9,0,600.0,4346222,0.0,0.0,-1,1.0E9,21,1146.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.549,
149,36,1,89.46825964367429,0,600.0,8982215,8.0,20.0,1,89.46825964367429,22,1154.0,SAT,0,10.713,
150,44,1,1.0E9,0,600.0,12733796,0.0,0.0,-1,1.0E9,22,1154.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.145,
151,36,1,87.50560098511318,0,600.0,10882471,8.0,20.0,1,87.50560098511318,22,1162.0,SAT,0,10.727,
152,45,1,1.0E9,0,600.0,2494225,0.0,0.0,-1,1.0E9,22,1162.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.091,
153,36,1,89.46825964367429,0,600.0,12717560,8.0,20.0,1,89.46825964367429,23,1170.0,SAT,0,10.639,
154,46,1,1.0E9,0,600.0,548592,0.0,0.0,-1,1.0E9,23,1170.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.09,
155,36,1,89.46825964367429,0,600.0,14702061,8.0,20.0,1,89.46825964367429,23,1178.0,SAT,0,10.572,
156,47,1,1.0E9,0,600.0,3396439,0.0,0.0,-1,1.0E9,23,1178.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.042,
157,36,1,89.46825964367429,0,600.0,10153993,8.0,20.0,1,89.46825964367429,24,1186.0,SAT,0,10.744,
158,48,1,89.46825964367429,0,600.0,8982215,8.0,20.0,1,89.46825964367429,24,1194.0,SAT,0,10.72,
159,36,1,89.46825964367429,0,600.0,14278308,8.0,20.0,1,89.46825964367429,24,1202.0,SAT,0,10.724,
160,49,1,1.0E9,0,600.0,3419879,0.0,0.0,-1,1.0E9,24,1202.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,9.943,
161,36,1,89.46825964367429,0,600.0,14071137,8.0,20.0,1,89.46825964367429,25,1210.0,SAT,0,10.742,
162,50,1,1.0E9,0,600.0,12589858,0.0,0.0,-1,1.0E9,25,1210.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.036,
163,36,1,89.46825964367429,0,600.0,852103,8.0,20.0,1,89.46825964367429,25,1218.0,SAT,0,10.689,
164,51,1,1.0E9,0,600.0,7306143,0.0,0.0,-1,1.0E9,25,1218.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.463,
165,36,1,83.24954614099329,0,600.0,3547124,8.0,20.0,1,83.24954614099329,26,1226.0,SAT,0,10.766,
166,52,1,100.31404891800067,0,600.0,1797517,9.0,20.0,1,100.31404891800067,26,1235.0,SAT,0,11.177,
167,36,1,89.46825964367429,0,600.0,4397034,8.0,20.0,1,89.46825964367429,26,1243.0,SAT,0,10.749,
168,53,1,1.0E9,0,600.0,13230463,0.0,0.0,-1,1.0E9,26,1243.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.006,
169,36,1,89.46825964367429,0,600.0,6356418,8.0,20.0,1,89.46825964367429,27,1251.0,SAT,0,10.644,
170,54,1,93.96489905260637,0,600.0,6356418,8.0,20.0,1,93.96489905260637,27,1259.0,SAT,0,10.78,
171,36,1,93.96489905260637,0,600.0,3093649,8.0,20.0,1,93.96489905260637,27,1267.0,SAT,0,10.757,
172,55,1,1.0E9,0,600.0,3547124,0.0,0.0,-1,1.0E9,27,1267.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.12,
173,36,1,81.12223010378023,0,600.0,2894843,8.0,20.0,1,81.12223010378023,28,1275.0,SAT,0,10.82,
174,56,1,1.0E9,0,600.0,14377,0.0,0.0,-1,1.0E9,28,1275.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.108,
175,36,1,94.89158565949893,0,600.0,3763673,8.0,20.0,1,94.89158565949893,28,1283.0,SAT,0,11.031,
176,57,1,101.06555054910318,0,600.0,4927278,9.0,20.0,1,101.06555054910318,28,1292.0,SAT,0,11.503,
177,36,1,87.83868538577481,0,600.0,6953548,8.0,20.0,1,87.83868538577481,29,1300.0,SAT,0,10.893,
178,58,1,1.0E9,0,600.0,7712150,0.0,0.0,-1,1.0E9,29,1300.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.043,
179,36,1,89.46825964367429,0,600.0,13444105,8.0,20.0,1,89.46825964367429,29,1308.0,SAT,0,11.092,
180,59,1,1.0E9,0,600.0,9374946,0.0,0.0,-1,1.0E9,29,1308.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.24,
181,36,1,88.57008282806159,0,600.0,14366368,8.0,20.0,1,88.57008282806159,30,1316.0,SAT,0,10.68,
182,60,1,99.14479086774209,0,600.0,4486559,9.0,20.0,1,99.14479086774209,30,1325.0,SAT,0,11.828,
183,36,1,86.20545162551015,0,600.0,15492246,8.0,20.0,1,86.20545162551015,30,1333.0,SAT,0,10.718,
184,61,1,1.0E9,0,600.0,5230138,0.0,0.0,-1,1.0E9,30,1333.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.378,
185,36,1,89.06017398471865,0,600.0,2012369,8.0,20.0,1,89.06017398471865,31,1341.0,SAT,0,10.646,
186,62,1,96.99040717660442,0,600.0,7932827,10.0,20.0,1,96.99040717660442,31,1351.0,SAT,0,12.822,
187,36,1,89.46825964367429,0,600.0,11167702,8.0,20.0,1,89.46825964367429,31,1359.0,SAT,0,10.828,
188,63,1,1.0E9,0,600.0,9148494,0.0,0.0,-1,1.0E9,31,1359.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,9.979,
189,36,1,89.46825964367429,0,600.0,5517438,8.0,20.0,1,89.46825964367429,32,1367.0,SAT,0,10.678,
190,64,1,99.07804327394571,0,600.0,5517438,9.0,20.0,1,99.07804327394571,32,1376.0,SAT,0,11.035,
191,36,1,89.46825964367429,0,600.0,14540751,8.0,20.0,1,89.46825964367429,32,1384.0,SAT,0,10.68,
192,65,1,1.0E9,0,600.0,1785792,0.0,0.0,-1,1.0E9,32,1384.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.068,
193,36,1,89.46825964367429,0,600.0,8690506,8.0,20.0,1,89.46825964367429,33,1392.0,SAT,0,11.011,
194,66,1,99.8243201390748,0,600.0,2894843,11.0,20.0,1,99.8243201390748,33,1403.0,SAT,0,12.922,
195,36,1,87.67288998345909,0,600.0,12125438,8.0,20.0,1,87.67288998345909,33,1411.0,SAT,0,10.947,
196,67,1,1.0E9,0,600.0,1797517,0.0,0.0,-1,1.0E9,33,1411.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.018,
197,36,1,92.34453562371176,0,600.0,2217863,8.0,20.0,1,92.34453562371176,34,1419.0,SAT,0,10.749,
