Run Number,Run History Configuration ID,Instance ID,Response Value (y),Censored?,Cutoff Time Used,Seed,Runtime,Run Length,Run Result Code,Run Quality,SMAC Iteration,SMAC Cumulative Runtime,Run Result,Additional Algorithm Run Data,Wall Clock Time,
198,68,1,1.0E9,0,600.0,11474484,0.0,0.0,-1,1.0E9,34,1419.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.084,
199,36,1,88.78317131899787,0,600.0,13838012,8.0,20.0,1,88.78317131899787,34,1427.0,SAT,0,10.741,
200,69,1,89.46825964367429,0,600.0,52342,8.0,20.0,1,89.46825964367429,34,1435.0,SAT,0,10.769,
201,36,1,88.60552630531166,0,600.0,1945069,8.0,20.0,1,88.60552630531166,35,1443.0,SAT,0,10.694,
202,70,1,90.98392089502121,0,600.0,2012369,8.0,20.0,1,90.98392089502121,35,1451.0,SAT,0,10.479,
203,36,1,88.60552630531166,0,600.0,7634674,8.0,20.0,1,88.60552630531166,35,1459.0,SAT,0,10.754,
204,71,1,92.53970770600483,0,600.0,2494225,9.0,20.0,1,92.53970770600483,35,1468.0,SAT,0,10.843,
205,36,1,89.46825964367429,0,600.0,15155680,8.0,20.0,1,89.46825964367429,36,1476.0,SAT,0,10.731,
206,72,1,93.13834883860757,0,600.0,12733796,9.0,20.0,1,93.13834883860757,36,1485.0,SAT,0,11.499,
207,36,1,88.01384431831161,0,600.0,7695275,8.0,20.0,1,88.01384431831161,36,1493.0,SAT,0,10.741,
208,73,1,1.0E9,0,600.0,12733796,0.0,0.0,-1,1.0E9,36,1493.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.145,
209,36,1,89.46825964367429,0,600.0,1474062,9.0,20.0,1,89.46825964367429,37,1502.0,SAT,0,10.93,
210,74,1,96.52841068731074,0,600.0,8982215,9.0,20.0,1,96.52841068731074,37,1511.0,SAT,0,11.522,
211,36,1,89.46825964367429,0,600.0,9046261,8.0,20.0,1,89.46825964367429,37,1519.0,SAT,0,10.839,
212,75,1,94.74306610476206,0,600.0,4397034,11.0,20.0,1,94.74306610476206,37,1530.0,SAT,0,13.297,
213,36,1,89.13032093585751,0,600.0,13299315,8.0,20.0,1,89.13032093585751,38,1538.0,SAT,0,10.688,
214,76,1,1.0E9,0,600.0,5230138,0.0,0.0,-1,1.0E9,38,1538.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.084,
215,36,1,88.83868538577481,0,600.0,409101,8.0,20.0,1,88.83868538577481,38,1546.0,SAT,0,10.656,
216,77,1,1.0E9,0,600.0,2217863,0.0,0.0,-1,1.0E9,38,1546.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.858,
217,36,1,93.96489905260637,0,600.0,4402139,8.0,20.0,1,93.96489905260637,39,1554.0,SAT,0,10.761,
218,78,1,100.16313996040826,0,600.0,8423224,10.0,20.0,1,100.16313996040826,39,1564.0,SAT,0,12.008,
219,36,1,89.46825964367429,0,600.0,1024100,8.0,20.0,1,89.46825964367429,39,1572.0,SAT,0,10.661,
220,79,1,1.0E9,0,600.0,8423224,0.0,0.0,-1,1.0E9,39,1572.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.006,
221,36,1,89.44983798566453,0,600.0,11348315,9.0,20.0,1,89.44983798566453,40,1581.0,SAT,0,10.884,
222,80,1,100.34682596436743,0,600.0,5656218,8.0,20.0,1,100.34682596436743,40,1589.0,SAT,0,10.788,
223,36,1,90.83905878478235,0,600.0,12504160,9.0,20.0,1,90.83905878478235,40,1598.0,SAT,0,10.876,
224,81,1,1.0E9,0,600.0,15155680,0.0,0.0,-1,1.0E9,40,1598.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.189,
225,36,1,89.46825964367429,0,600.0,11361140,8.0,20.0,1,89.46825964367429,41,1606.0,SAT,0,10.676,
226,82,1,98.1050051702968,0,600.0,14377,9.0,20.0,1,98.1050051702968,41,1615.0,SAT,0,11.616,
227,36,1,89.46825964367429,0,600.0,7514259,8.0,20.0,1,89.46825964367429,41,1623.0,SAT,0,10.69,
228,83,1,1.0E9,0,600.0,2494225,0.0,0.0,-1,1.0E9,41,1623.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,9.939,
229,36,1,89.44983798566453,0,600.0,683447,8.0,20.0,1,89.44983798566453,42,1631.0,SAT,0,10.827,
230,84,1,98.27157788300877,0,600.0,3547124,9.0,20.0,1,98.27157788300877,42,1640.0,SAT,0,10.937,
231,36,1,97.15608654789143,0,600.0,7933028,8.0,20.0,1,97.15608654789143,42,1648.0,SAT,0,10.728,
232,85,1,94.42645691773261,0,600.0,13439050,10.0,20.0,1,94.42645691773261,42,1658.0,SAT,0,12.532,
233,36,1,89.46825964367429,0,600.0,13876125,8.0,20.0,1,89.46825964367429,43,1666.0,SAT,0,10.768,
234,86,1,1.0E9,0,600.0,8312857,0.0,0.0,-1,1.0E9,43,1666.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.228,
235,36,1,89.46825964367429,0,600.0,16399825,8.0,20.0,1,89.46825964367429,43,1674.0,SAT,0,10.944,
236,87,1,98.8682418703313,0,600.0,1637414,9.0,20.0,1,98.8682418703313,43,1683.0,SAT,0,11.372,
237,36,1,89.46825964367429,0,600.0,351595,8.0,20.0,1,89.46825964367429,44,1691.0,SAT,0,10.608,
238,88,1,95.23412982183714,0,600.0,5517438,8.0,20.0,1,95.23412982183714,44,1699.0,SAT,0,10.779,
239,36,1,89.46825964367429,0,600.0,12146566,8.0,20.0,1,89.46825964367429,44,1707.0,SAT,0,10.725,
240,89,1,94.92347220198583,0,600.0,1024100,9.0,20.0,1,94.92347220198583,44,1716.0,SAT,0,11.104,
241,36,1,89.46825964367429,0,600.0,6218073,8.0,20.0,1,89.46825964367429,45,1724.0,SAT,0,10.826,
242,90,1,90.16206487294863,0,600.0,6472859,9.0,20.0,1,90.16206487294863,45,1733.0,SAT,0,11.236,
243,36,1,89.46825964367429,0,600.0,16185544,8.0,20.0,1,89.46825964367429,45,1741.0,SAT,0,10.683,
244,91,1,1.0E9,0,600.0,6472859,0.0,0.0,-1,1.0E9,45,1741.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.159,
245,36,1,89.28285856676756,0,600.0,6270098,9.0,20.0,1,89.28285856676756,46,1750.0,SAT,0,10.951,
246,92,1,99.2082261406489,0,600.0,11167702,9.0,20.0,1,99.2082261406489,46,1759.0,SAT,0,11.13,
247,36,1,87.88032093585751,0,600.0,5908886,8.0,20.0,1,87.88032093585751,46,1767.0,SAT,0,10.757,
248,93,1,98.76997756724586,0,600.0,7514259,9.0,20.0,1,98.76997756724586,46,1776.0,SAT,0,11.163,
249,36,1,88.60552630531166,0,600.0,679645,9.0,20.0,1,88.60552630531166,47,1785.0,SAT,0,11.676,
250,94,1,1.0E9,0,600.0,2507331,0.0,0.0,-1,1.0E9,47,1785.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.373,
251,36,1,89.46825964367429,0,600.0,13002093,8.0,20.0,1,89.46825964367429,47,1793.0,SAT,0,10.743,
252,95,1,94.67711068761243,0,600.0,8982215,9.0,20.0,1,94.67711068761243,47,1802.0,SAT,0,11.368,
253,36,1,89.46825964367429,0,600.0,11466163,8.0,20.0,1,89.46825964367429,48,1810.0,SAT,0,10.85,
254,96,1,1.0E9,0,600.0,16399825,0.0,0.0,-1,1.0E9,48,1810.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.217,
255,36,1,86.51939652425017,0,600.0,16531153,8.0,20.0,1,86.51939652425017,48,1818.0,SAT,0,10.814,
256,97,1,1.0E9,0,600.0,3419879,0.0,0.0,-1,1.0E9,48,1818.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.116,
257,36,1,89.46825964367429,0,600.0,6516347,9.0,20.0,1,89.46825964367429,49,1827.0,SAT,0,10.977,
258,98,1,94.40842752784967,0,600.0,9235133,9.0,20.0,1,94.40842752784967,49,1836.0,SAT,0,10.982,
259,36,1,88.67214318544399,0,600.0,12718008,8.0,20.0,1,88.67214318544399,49,1844.0,SAT,0,10.739,
260,99,1,1.0E9,0,600.0,16531153,0.0,0.0,-1,1.0E9,49,1844.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.059,
261,36,1,89.46825964367429,0,600.0,16588018,8.0,20.0,1,89.46825964367429,50,1852.0,SAT,0,10.797,
262,100,1,95.22165771655075,0,600.0,8982215,11.0,20.0,1,95.22165771655075,50,1863.0,SAT,0,13.16,
263,36,1,89.46825964367429,0,600.0,10997778,8.0,20.0,1,89.46825964367429,50,1871.0,SAT,0,10.702,
264,101,1,100.11594471389593,0,600.0,7587582,9.0,20.0,1,100.11594471389593,50,1880.0,SAT,0,11.139,
265,36,1,87.67288998345909,0,600.0,12101627,8.0,20.0,1,87.67288998345909,51,1888.0,SAT,0,10.782,
266,102,1,97.33175918309679,0,600.0,16399825,8.0,20.0,1,97.33175918309679,51,1896.0,SAT,0,10.733,
267,36,1,89.46825964367429,0,600.0,4363814,8.0,20.0,1,89.46825964367429,51,1904.0,SAT,0,10.66,
268,103,1,1.0E9,0,600.0,8312857,0.0,0.0,-1,1.0E9,51,1904.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.163,
269,36,1,89.46825964367429,0,600.0,15662177,8.0,20.0,1,89.46825964367429,52,1912.0,SAT,0,10.654,
270,104,1,98.88872290466969,0,600.0,13444105,9.0,20.0,1,98.88872290466969,52,1921.0,SAT,0,11.037,
271,36,1,93.30555839326571,0,600.0,7218247,8.0,20.0,1,93.30555839326571,52,1929.0,SAT,0,10.578,
272,105,1,1.0E9,0,600.0,1637414,0.0,0.0,-1,1.0E9,52,1929.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.075,
273,36,1,89.46825964367429,0,600.0,12592872,8.0,20.0,1,89.46825964367429,53,1937.0,SAT,0,10.706,
274,106,1,97.77052377621162,0,600.0,7932827,9.0,20.0,1,97.77052377621162,53,1946.0,SAT,0,11.786,
275,36,1,79.1562995071288,0,600.0,6576355,8.0,20.0,1,79.1562995071288,53,1954.0,SAT,0,10.759,
276,107,1,98.57759519513667,0,600.0,9148494,9.0,20.0,1,98.57759519513667,53,1963.0,SAT,0,10.914,
277,36,1,81.15480591109859,0,600.0,3515514,8.0,20.0,1,81.15480591109859,54,1971.0,SAT,0,10.813,
278,108,1,1.0E9,0,600.0,9220315,0.0,0.0,-1,1.0E9,54,1971.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.332,
279,36,1,89.46825964367429,0,600.0,5545254,8.0,20.0,1,89.46825964367429,54,1979.0,SAT,0,10.886,
280,109,1,1.0E9,0,600.0,3547124,0.0,0.0,-1,1.0E9,54,1979.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,9.995,
281,36,1,89.46825964367429,0,600.0,5568528,8.0,20.0,1,89.46825964367429,55,1987.0,SAT,0,10.661,
282,110,1,87.0857106926325,0,600.0,5230138,10.0,20.0,1,87.0857106926325,55,1997.0,SAT,0,12.258,
283,110,1,88.07326869444186,0,600.0,1637414,11.0,20.0,1,88.07326869444186,55,2008.0,SAT,0,13.209,
284,110,1,84.76171758687022,0,600.0,8312857,11.0,20.0,1,84.76171758687022,55,2019.0,SAT,0,12.966,
285,110,1,91.9468332738723,0,600.0,5908886,10.0,20.0,1,91.9468332738723,55,2029.0,SAT,0,12.106,
286,110,1,91.54470563966228,0,600.0,2494225,10.0,20.0,1,91.54470563966228,55,2039.0,SAT,0,11.944,
287,110,1,88.77272180556132,0,600.0,10809732,13.0,20.0,1,88.77272180556132,55,2052.0,SAT,0,15.567,
288,110,1,92.15535029493218,0,600.0,4397034,9.0,20.0,1,92.15535029493218,55,2061.0,SAT,0,11.813,
289,36,1,81.34478423623138,0,600.0,4510634,8.0,20.0,1,81.34478423623138,55,2069.0,SAT,0,10.643,
290,111,1,1.0E9,0,600.0,15662177,0.0,0.0,-1,1.0E9,55,2069.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,9.969,
291,36,1,89.46825964367429,0,600.0,704843,8.0,20.0,1,89.46825964367429,56,2077.0,SAT,0,10.97,
292,112,1,1.0E9,0,600.0,8312857,0.0,0.0,-1,1.0E9,56,2077.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.036,
293,36,1,88.46368538577481,0,600.0,12775814,8.0,20.0,1,88.46368538577481,56,2085.0,SAT,0,10.727,
294,113,1,1.0E9,0,600.0,16185544,0.0,0.0,-1,1.0E9,56,2085.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,36.702,
295,36,1,88.60552630531166,0,600.0,14329981,8.0,20.0,1,88.60552630531166,57,2093.0,SAT,0,10.624,
296,114,1,99.69152319358719,0,600.0,9220315,10.0,20.0,1,99.69152319358719,57,2103.0,SAT,0,12.438,
297,36,1,81.15480591109859,0,600.0,994156,8.0,20.0,1,81.15480591109859,57,2111.0,SAT,0,10.769,
298,115,1,98.09699399392082,0,600.0,9046261,8.0,20.0,1,98.09699399392082,57,2119.0,SAT,0,10.793,
299,36,1,89.44983798566453,0,600.0,10255388,8.0,20.0,1,89.44983798566453,58,2127.0,SAT,0,10.715,
300,116,1,91.17620778695034,0,600.0,16531153,9.0,20.0,1,91.17620778695034,58,2136.0,SAT,0,11.257,
301,36,1,87.67288998345909,0,600.0,15632413,8.0,20.0,1,87.67288998345909,58,2144.0,SAT,0,10.82,
302,117,1,1.0E9,0,600.0,12101627,0.0,0.0,-1,1.0E9,58,2144.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,9.934,
303,36,1,73.01717635434744,0,600.0,13694367,8.0,20.0,1,73.01717635434744,59,2152.0,SAT,0,10.812,
304,118,1,90.94422716315584,0,600.0,14377,10.0,20.0,1,90.94422716315584,59,2162.0,SAT,0,12.264,
305,36,1,89.44983798566453,0,600.0,1625465,8.0,20.0,1,89.44983798566453,59,2170.0,SAT,0,10.673,
306,119,1,1.0E9,0,600.0,8423224,0.0,0.0,-1,1.0E9,59,2170.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.049,
307,36,1,89.46825964367429,0,600.0,3028086,8.0,20.0,1,89.46825964367429,60,2178.0,SAT,0,10.735,
308,120,1,98.27535008384892,0,600.0,15492246,9.0,20.0,1,98.27535008384892,60,2187.0,SAT,0,10.974,
309,36,1,89.46825964367429,0,600.0,8349062,8.0,20.0,1,89.46825964367429,60,2195.0,SAT,0,10.636,
310,121,1,98.29232898823143,0,600.0,9374946,9.0,20.0,1,98.29232898823143,60,2204.0,SAT,0,11.04,
311,36,1,87.50560098511318,0,600.0,10791380,8.0,20.0,1,87.50560098511318,61,2212.0,SAT,0,10.699,
312,122,1,98.06609349256594,0,600.0,5908886,10.0,20.0,1,98.06609349256594,61,2222.0,SAT,0,12.449,
313,36,1,87.83868538577481,0,600.0,2902580,8.0,20.0,1,87.83868538577481,61,2230.0,SAT,0,10.68,
314,123,1,96.13725997605923,0,600.0,3093649,8.0,20.0,1,96.13725997605923,61,2238.0,SAT,0,10.75,
315,36,1,89.46825964367429,0,600.0,4827136,8.0,20.0,1,89.46825964367429,62,2246.0,SAT,0,10.664,
316,124,1,1.0E9,0,600.0,7285618,0.0,0.0,-1,1.0E9,62,2246.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,9.993,
317,36,1,89.46825964367429,0,600.0,10303812,8.0,20.0,1,89.46825964367429,62,2254.0,SAT,0,10.899,
318,125,1,1.0E9,0,600.0,852103,0.0,0.0,-1,1.0E9,62,2254.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.074,
319,36,1,89.46825964367429,0,600.0,6650112,8.0,20.0,1,89.46825964367429,63,2262.0,SAT,0,10.581,
320,126,1,98.89240779788081,0,600.0,409101,9.0,20.0,1,98.89240779788081,63,2271.0,SAT,0,10.964,
321,36,1,89.46825964367429,0,600.0,6485233,8.0,20.0,1,89.46825964367429,63,2279.0,SAT,0,10.738,
322,127,1,1.0E9,0,600.0,7634674,0.0,0.0,-1,1.0E9,63,2279.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.064,
323,36,1,89.46825964367429,0,600.0,8498320,8.0,20.0,1,89.46825964367429,64,2287.0,SAT,0,10.771,
324,128,1,1.0E9,0,600.0,13876125,0.0,0.0,-1,1.0E9,64,2287.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.057,
325,36,1,89.46825964367429,0,600.0,15346664,8.0,20.0,1,89.46825964367429,64,2295.0,SAT,0,10.751,
326,129,1,1.0E9,0,600.0,4927278,0.0,0.0,-1,1.0E9,64,2295.0,CRASHED,ERROR: Wrapper did not output anything that matched the expected output ("Result of algorithm run:..."). Please try executing the wrapper directly,10.06,
327,36,1,89.46825964367429,0,600.0,9080978,8.0,20.0,1,89.46825964367429,65,2303.0,SAT,0,10.864,
328,130,1,99.81822151607517,0,600.0,6650112,9.0,20.0,1,99.81822151607517,65,2312.0,SAT,0,11.017,
329,36,1,89.46825964367429,0,600.0,16516114,8.0,20.0,1,89.46825964367429,65,2320.0,SAT,0,10.822,
330,131,1,89.26918486805516,0,600.0,11361140,10.0,20.0,1,89.26918486805516,65,2330.0,SAT,0,12.817,
331,36,1,89.46825964367429,0,600.0,10846819,8.0,20.0,1,89.46825964367429,66,2338.0,SAT,0,10.854,
332,132,1,79.71603284494904,0,600.0,9046261,14.0,20.0,1,79.71603284494904,66,2352.0,SAT,0,16.251,
333,132,1,79.96244613548122,0,600.0,3515514,10.0,20.0,1,79.96244613548122,66,2362.0,SAT,0,12.753,
334,132,1,80.98341168759683,0,600.0,704843,12.0,20.0,1,80.98341168759683,66,2374.0,SAT,0,14.611,
335,132,1,78.30518136964028,0,600.0,679645,24.0,20.0,1,78.30518136964028,66,2398.0,SAT,0,26.633,
336,132,1,85.85104539719676,0,600.0,12101627,10.0,20.0,1,85.85104539719676,66,2408.0,SAT,0,12.584,
337,132,1,74.4606157352562,0,600.0,9374946,11.0,20.0,1,74.4606157352562,66,2419.0,SAT,0,13.381,
338,132,1,79.137839828272,0,600.0,2507331,12.0,20.0,1,79.137839828272,66,2431.0,SAT,0,14.648,
339,132,1,76.56936370907806,0,600.0,6516347,14.0,20.0,1,76.56936370907806,66,2445.0,SAT,0,16.071,
340,132,1,91.79315009463942,0,600.0,4363814,9.0,20.0,1,91.79315009463942,66,2454.0,SAT,0,11.009,
341,132,1,76.11237923405022,0,600.0,2217863,16.0,20.0,1,76.11237923405022,66,2470.0,SAT,0,17.909,
342,132,1,79.30609438422263,0,600.0,3763673,16.0,20.0,1,79.30609438422263,66,2486.0,SAT,0,19.266,
343,132,1,79.74391952147988,0,600.0,1785792,11.0,20.0,1,79.74391952147988,66,2497.0,SAT,0,13.615,
344,132,1,83.77324821717228,0,600.0,4397034,10.0,20.0,1,83.77324821717228,66,2507.0,SAT,0,12.348,
345,132,1,81.78630541753489,0,600.0,7306143,11.0,20.0,1,81.78630541753489,66,2518.0,SAT,0,13.043,
346,132,1,87.48546150743786,0,600.0,14377,13.0,20.0,1,87.48546150743786,66,2531.0,SAT,0,15.252,
347,132,1,81.67619867196368,0,600.0,14540751,12.0,20.0,1,81.67619867196368,66,2543.0,SAT,0,14.53,
348,132,1,83.06526922566735,0,600.0,5656218,13.0,20.0,1,83.06526922566735,66,2556.0,SAT,0,15.636,
349,132,1,80.88778381258032,0,600.0,13838012,19.0,20.0,1,80.88778381258032,66,2575.0,SAT,0,21.206,
350,132,1,84.39279657334592,0,600.0,14278308,10.0,20.0,1,84.39279657334592,66,2585.0,SAT,0,12.955,
351,132,1,86.52610405536902,0,600.0,2026689,12.0,20.0,1,86.52610405536902,66,2597.0,SAT,0,14.659,
352,132,1,80.67550421376667,0,600.0,4927278,17.0,20.0,1,80.67550421376667,66,2614.0,SAT,0,19.266,
353,132,1,87.74197736217799,0,600.0,9148494,9.0,20.0,1,87.74197736217799,66,2623.0,SAT,0,12.402,
354,132,1,87.464420222332,0,600.0,1797517,11.0,20.0,1,87.464420222332,66,2634.0,SAT,0,13.576,
355,132,1,74.5651210569195,0,600.0,2008193,16.0,20.0,1,74.5651210569195,66,2650.0,SAT,0,18.625,
356,132,1,82.56730533539445,0,600.0,7218247,17.0,20.0,1,82.56730533539445,66,2667.0,SAT,0,19.863,
357,132,1,88.04186847962784,0,600.0,16588018,9.0,20.0,1,88.04186847962784,66,2676.0,SAT,0,11.637,
358,132,1,80.65509694032934,0,600.0,477759,16.0,20.0,1,80.65509694032934,66,2692.0,SAT,0,18.794,
359,132,1,75.11789456209301,0,600.0,608889,16.0,20.0,1,75.11789456209301,66,2708.0,SAT,0,18.631,
360,132,1,77.18993958245306,0,600.0,683447,16.0,20.0,1,77.18993958245306,66,2724.0,SAT,0,18.578,
361,132,1,82.67158321470659,0,600.0,15492246,15.0,20.0,1,82.67158321470659,66,2739.0,SAT,0,17.7,
362,132,1,71.49862269117814,0,600.0,7695275,21.0,20.0,1,71.49862269117814,66,2760.0,SAT,0,23.628,
363,132,1,75.83714823218095,0,600.0,3093649,11.0,20.0,1,75.83714823218095,66,2771.0,SAT,0,14.036,
364,132,1,82.80237233249584,0,600.0,1945069,20.0,20.0,1,82.80237233249584,66,2791.0,SAT,0,22.606,
365,132,1,75.93901078319593,0,600.0,7285618,14.0,20.0,1,75.93901078319593,66,2805.0,SAT,0,16.567,
366,132,1,91.26762281893583,0,600.0,8498320,9.0,20.0,1,91.26762281893583,66,2814.0,SAT,0,11.472,
367,132,1,87.16958201864156,0,600.0,16185544,11.0,20.0,1,87.16958201864156,66,2825.0,SAT,0,13.589,
368,132,1,92.16697487567453,0,600.0,5517438,10.0,20.0,1,92.16697487567453,66,2835.0,SAT,0,12.058,
369,132,1,80.95911191548885,0,600.0,8982215,11.0,20.0,1,80.95911191548885,66,2846.0,SAT,0,13.316,
370,132,1,82.66945585738287,0,600.0,6472859,10.0,20.0,1,82.66945585738287,66,2856.0,SAT,0,12.519,
371,132,1,90.76723901554443,0,600.0,7933028,9.0,20.0,1,90.76723901554443,66,2865.0,SAT,0,11.571,
372,132,1,91.78072348956702,0,600.0,5545254,9.0,20.0,1,91.78072348956702,66,2874.0,SAT,0,11.418,
373,132,1,76.83830332923002,0,600.0,11361140,16.0,20.0,1,76.83830332923002,66,2890.0,SAT,0,17.908,
374,132,1,76.6239007265961,0,600.0,7634674,19.0,20.0,1,76.6239007265961,66,2909.0,SAT,0,21.327,
375,132,1,86.69472467720523,0,600.0,9533627,11.0,20.0,1,86.69472467720523,66,2920.0,SAT,0,14.012,
376,132,1,85.89453536348432,0,600.0,13299315,13.0,20.0,1,85.89453536348432,66,2933.0,SAT,0,15.435,
377,132,1,92.67165509031597,0,600.0,7147123,9.0,20.0,1,92.67165509031597,66,2942.0,SAT,0,11.198,
378,132,1,82.54352274291125,0,600.0,15662177,11.0,20.0,1,82.54352274291125,66,2953.0,SAT,0,13.162,
379,132,1,91.52087283051743,0,600.0,7712150,9.0,20.0,1,91.52087283051743,66,2962.0,SAT,0,11.181,
380,132,1,83.23904235409985,0,600.0,52342,13.0,20.0,1,83.23904235409985,66,2975.0,SAT,0,15.269,
381,132,1,71.96522289053144,0,600.0,3396439,15.0,20.0,1,71.96522289053144,66,2990.0,SAT,0,17.0,
382,132,1,86.75536123498065,0,600.0,15632413,11.0,20.0,1,86.75536123498065,66,3001.0,SAT,0,13.817,
383,132,1,85.31094422027974,0,600.0,1637414,13.0,20.0,1,85.31094422027974,66,3014.0,SAT,0,15.003,
384,132,1,91.43743831046658,0,600.0,13444105,10.0,20.0,1,91.43743831046658,66,3024.0,SAT,0,12.458,
385,132,1,88.04683441104218,0,600.0,4510634,10.0,20.0,1,88.04683441104218,66,3034.0,SAT,0,12.923,
386,132,1,83.73603497016636,0,600.0,16516114,15.0,20.0,1,83.73603497016636,66,3049.0,SAT,0,17.192,
387,132,1,85.40519013243195,0,600.0,994156,10.0,20.0,1,85.40519013243195,66,3059.0,SAT,0,12.623,
388,132,1,78.70064877619582,0,600.0,351595,13.0,20.0,1,78.70064877619582,66,3072.0,SAT,0,15.166,
389,132,1,92.23775467129087,0,600.0,6485233,11.0,20.0,1,92.23775467129087,66,3083.0,SAT,0,13.839,
390,132,1,87.52909094082086,0,600.0,12592872,12.0,20.0,1,87.52909094082086,66,3095.0,SAT,0,14.731,
391,132,1,74.41620654349695,0,600.0,12589858,11.0,20.0,1,74.41620654349695,66,3106.0,SAT,0,13.313,
392,132,1,87.3110209916712,0,600.0,6218073,12.0,20.0,1,87.3110209916712,66,3118.0,SAT,0,15.357,
393,132,1,87.62094003903442,0,600.0,13002093,18.0,20.0,1,87.62094003903442,66,3136.0,SAT,0,20.119,
394,132,1,79.89337934392985,0,600.0,13694367,12.0,20.0,1,79.89337934392985,66,3148.0,SAT,0,14.078,
395,132,1,81.08630311472753,0,600.0,2687028,12.0,20.0,1,81.08630311472753,66,3160.0,SAT,0,14.33,
396,132,1,80.71142269906359,0,600.0,14366368,13.0,20.0,1,80.71142269906359,66,3173.0,SAT,0,15.938,
397,132,1,81.93435767742392,0,600.0,13230463,10.0,20.0,1,81.93435767742392,66,3183.0,SAT,0,12.551,
398,132,1,91.8095162150108,0,600.0,12733796,9.0,20.0,1,91.8095162150108,66,3192.0,SAT,0,11.149,
399,132,1,84.45167438276025,0,600.0,2494225,12.0,20.0,1,84.45167438276025,66,3204.0,SAT,0,14.851,
400,132,1,86.83173302418238,0,600.0,10846819,12.0,20.0,1,86.83173302418238,66,3216.0,SAT,0,14.083,
401,132,1,80.96432784920076,0,600.0,5908886,16.0,20.0,1,80.96432784920076,66,3232.0,SAT,0,18.743,
402,132,1,65.07020988166052,0,600.0,5230138,15.0,20.0,1,65.07020988166052,66,3247.0,SAT,0,17.427,
403,132,1,75.38508813326567,0,600.0,10255388,15.0,20.0,1,75.38508813326567,66,3262.0,SAT,0,17.307,
404,132,1,74.28166793620571,0,600.0,9536758,15.0,20.0,1,74.28166793620571,66,3277.0,SAT,0,17.356,
405,132,1,81.27071786314798,0,600.0,11167702,13.0,20.0,1,81.27071786314798,66,3290.0,SAT,0,15.585,
406,132,1,86.44635773636045,0,600.0,13439050,10.0,20.0,1,86.44635773636045,66,3300.0,SAT,0,12.02,
407,132,1,89.29517139451723,0,600.0,6576355,9.0,20.0,1,89.29517139451723,66,3309.0,SAT,0,11.913,
408,132,1,87.53550952402892,0,600.0,11466163,10.0,20.0,1,87.53550952402892,66,3319.0,SAT,0,12.178,
