1,5.0,0.8125,0.9285714285714286,0.9999999486100941,1.0,3.0,0.05,2.0,1.0,1.0,0.5,0.02631578947368421,1.0
2,2.0,0.6844860898234981,0.07142857142857142,0.7093281430025877,2.0,1.0,0.15,2.0,1.0,2.0,0.5603782843846751,0.39473684210526316,1.0
3,3.0,0.6807400005798788,0.21428571428571427,0.14291405249727232,2.0,1.0,0.95,2.0,2.0,2.0,0.9526359502669426,0.6052631578947368,2.0
4,3.0,0.2621325374062727,0.07142857142857142,0.7692761528487836,2.0,3.0,0.15,2.0,1.0,1.0,0.24151897693681515,0.6578947368421053,2.0
5,3.0,0.5485255564663624,0.7857142857142857,0.7475386625275487,2.0,3.0,0.05,2.0,2.0,1.0,0.49001402006571826,0.02631578947368421,2.0
6,2.0,0.5669226669524202,0.07142857142857142,0.159553195235168,2.0,2.0,0.15,2.0,1.0,1.0,0.8279482819886737,0.07894736842105263,2.0
7,2.0,0.09289015540381886,0.07142857142857142,0.734692232865264,1.0,1.0,0.25,1.0,1.0,2.0,0.7929705988052428,0.6578947368421053,1.0
8,2.0,0.5551697448054455,0.07142857142857142,8.600873412227882E-4,2.0,2.0,0.25,1.0,2.0,1.0,0.8443324864425723,0.6578947368421053,1.0
9,3.0,0.9990015285084134,0.35714285714285715,0.7765829521287527,2.0,1.0,0.65,2.0,1.0,2.0,0.45161105009797364,0.4473684210526316,2.0
10,2.0,0.26723327666342855,0.35714285714285715,0.005874732485733559,2.0,2.0,0.85,1.0,1.0,1.0,0.5927493246614901,0.9210526315789473,2.0
11,2.0,0.23262328387208864,0.35714285714285715,0.9339936321062696,1.0,2.0,0.95,1.0,1.0,2.0,0.31073176028576743,0.7105263157894737,2.0
12,4.0,0.047866778777804764,0.9285714285714286,0.6300462254941132,1.0,2.0,0.95,1.0,2.0,2.0,0.1707086605903474,0.7105263157894737,2.0
13,3.0,0.17275711018302753,0.5,0.32814031845401664,1.0,1.0,0.35,1.0,1.0,2.0,0.28237918664831646,0.13157894736842105,2.0
