1,5.0,0.8125,0.09036144578313253,0.9998228824755707,1.0,3.0,0.05,2.0,1.0,1.0,0.5,0.02631578947368421,1.0
2,5.0,0.2605682555209836,0.9578313253012049,0.014583276424960897,2.0,1.0,0.85,2.0,1.0,2.0,0.9029133268975925,0.5526315789473685,1.0
3,4.0,0.34518545939596135,0.4397590361445783,0.7987810977600637,2.0,1.0,0.75,2.0,2.0,1.0,0.25706885409936586,0.5526315789473685,1.0
4,3.0,0.9670612853400989,0.9578313253012049,0.4600958385671593,2.0,3.0,0.95,2.0,2.0,1.0,0.6939061695966212,0.23684210526315788,1.0
5,2.0,0.06381480469802181,0.030120481927710843,0.6932895830059562,2.0,2.0,0.25,1.0,1.0,2.0,0.8228735550107983,0.6052631578947368,2.0
6,2.0,0.8810889803561385,0.2469879518072289,0.5086260734470379,1.0,1.0,0.45,1.0,2.0,2.0,0.8854699697584623,0.34210526315789475,2.0
7,2.0,0.44309358234515844,0.8373493975903614,0.16578821772439853,2.0,1.0,0.55,2.0,1.0,2.0,0.2282465466041277,0.4473684210526316,2.0
8,2.0,0.34356660190492994,0.006024096385542169,0.808641173318092,1.0,1.0,0.35,2.0,2.0,1.0,0.03172868230932657,0.7631578947368421,1.0
9,4.0,0.33253514497097014,0.572289156626506,0.8515206164108582,2.0,3.0,0.75,1.0,2.0,1.0,0.44293923121564494,0.7105263157894737,2.0
10,2.0,0.9341405943461056,0.8132530120481928,0.9569361461976209,1.0,3.0,0.15,1.0,1.0,1.0,0.3750541440068815,0.18421052631578946,1.0
11,2.0,0.5919084838583745,0.0783132530120482,0.38426666654980457,1.0,1.0,0.45,2.0,2.0,2.0,0.19137766955271907,0.9736842105263158,1.0
12,2.0,0.15287009758335612,0.463855421686747,0.992664586484172,1.0,1.0,0.05,1.0,1.0,1.0,0.24763011479457686,0.5526315789473685,1.0
13,3.0,0.4290990357879995,0.8373493975903614,0.7528043413898776,2.0,1.0,0.85,1.0,2.0,1.0,0.9232327790211662,0.13157894736842105,1.0
14,1.0,0.18570834052459895,0.9457831325301205,0.9994683815953311,2.0,2.0,0.15,2.0,2.0,1.0,0.7722054570574585,0.13157894736842105,2.0
15,4.0,0.976963831537385,0.9939759036144579,0.0420639892468794,2.0,1.0,0.85,2.0,1.0,2.0,0.7312658369712871,0.2894736842105263,2.0
16,4.0,0.8269002108543985,0.21084337349397592,0.998402745904144,2.0,1.0,0.55,1.0,2.0,2.0,0.5785563302253205,0.9736842105263158,2.0
17,4.0,0.44615613944727667,0.3433734939759036,0.10044065658925758,1.0,3.0,0.65,2.0,1.0,2.0,0.6668612012463802,0.5526315789473685,2.0
18,5.0,0.8125,0.09036144578313253,0.9998228824755707,1.0,3.0,0.35,2.0,1.0,1.0,0.5,0.02631578947368421,1.0
19,1.0,0.956202931912814,0.3674698795180723,0.10929920799744365,2.0,3.0,0.15,1.0,2.0,1.0,0.5093183978413109,0.02631578947368421,2.0
20,3.0,0.8125,0.09036144578313253,0.9998228824755707,1.0,3.0,0.05,2.0,1.0,1.0,0.5,0.02631578947368421,1.0
21,2.0,0.5164931291443958,0.5240963855421686,0.346039061103524,1.0,2.0,0.65,2.0,1.0,1.0,0.20957289108574134,0.7105263157894737,2.0
22,1.0,0.8125,0.09036144578313253,0.9998228824755707,1.0,3.0,0.15,2.0,1.0,1.0,0.5,0.02631578947368421,1.0
23,2.0,0.6513190998386867,0.3674698795180723,0.07727400193342439,1.0,1.0,0.85,1.0,2.0,2.0,0.9841862595572137,0.02631578947368421,1.0
24,5.0,0.10723324276926706,0.8614457831325302,0.03673571439906316,2.0,2.0,0.75,1.0,2.0,1.0,0.6458648563219752,0.6578947368421053,1.0
25,4.0,0.2888898886441781,0.9939759036144579,0.22411767024889837,2.0,1.0,0.35,1.0,1.0,1.0,0.4722959470396604,0.2894736842105263,1.0
26,5.0,0.9968505098657017,0.7650602409638554,0.8332895044339581,2.0,3.0,0.05,2.0,2.0,2.0,0.1753371208167297,0.39473684210526316,2.0
27,5.0,0.013617064977119783,0.10240963855421686,0.9135995600115187,1.0,2.0,0.55,2.0,2.0,1.0,0.4222512409032436,0.6052631578947368,2.0
28,5.0,0.18570834052459895,0.9457831325301205,0.9994683815953311,2.0,3.0,0.05,2.0,2.0,1.0,0.7722054570574585,0.13157894736842105,2.0
29,1.0,0.7022044653623852,0.5,0.2769244932213394,2.0,2.0,0.15,2.0,2.0,2.0,0.5082705736626143,0.4473684210526316,1.0
30,4.0,0.8125,0.09036144578313253,0.9998228824755707,1.0,3.0,0.05,2.0,1.0,1.0,0.5,0.02631578947368421,1.0
31,1.0,0.08746101725962396,0.0783132530120482,0.8584526761913719,2.0,3.0,0.45,1.0,1.0,1.0,0.09715603391715132,0.13157894736842105,1.0
32,5.0,0.8125,0.21084337349397592,0.9998228824755707,1.0,3.0,0.05,2.0,1.0,1.0,0.5,0.02631578947368421,1.0
